Unnamed: 0,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,clean,toxicity_similarity
112227,58643b6d928c9154,""":The wording that was reverted was as follows:


Northern Ireland (, Ulster Scots: Norlin Airlann) is a part of the United Kingdom of Great Britain and Northern Ireland[2]...

2 In common with the other constituent parts of the United Kingdom, Northern Ireland is sometimes referred to as a """"country"""" (example). The UK government also refers specifically to Northern Ireland as being a """"province"""" (UK: example; NI: example) or a """"region"""" (UK: example; NI: example). Regardless of the choice of term, it is likely to be unsatisfactory and can imply a preferred political perspective:
 """"One problem must be adverted to in writing about Northern Ireland. This is the question of what name to give to the various geographical entities. These names can be controversial, with the choice often revealing one's political preferences. ... some refer to Northern Ireland as a 'province'. That usage can arouse irritation particularly among nationalists, who claim the title 'province' should be properly reserved to the four historic provinces of Ireland-Ulster, Leinster, Munster, and Connacht. If I want to a label to apply to Northern Ireland I shall call it a 'region'. Unionists should find that title as acceptable as 'province': Northern Ireland appears as a region in the regional statistics of the United Kingdom published by the British government."""" - J. Whyte and G. FitzGerald, 1991, Interpreting Northern Ireland, Oxford University Press: Oxford
 """"One specific problem - in both general and particular senses - is to know what to call Northern Ireland itself: in the general sense, it is not a country, or a province, or a state - although some refer to it contemptuously as a statelet: the least controversial word appears to be jurisdiction, but this might change."""" - S. Dunn and H. Dawson, 2000, An Alphabetical Listing of Word, Name and Place in Northern Ireland and the Living Language of Conflict, Edwin Mellen Press: Lampeter
 """"Next - what noun is appropriate to Northern Ireland? 'Province' won't do since one-third of the province is on the wrong side of the border. 'State' implies more self-determination than Northern Ireland has ever had and 'country' or 'nation' are blatantly absurd. 'Colony' has overtones that would be resented by both communities and 'statelet' sounds too patronizing, though outsiders might consider it more precise than anything else; so one is left with the unsatisfactory word 'region'."""" - D. Murphy, 1979, A Place Apart, Penguin Books: London and it is situated in the north-east of the island of Ireland. It shares a border with the Republic of Ireland to the south and west. At the time of the 2001 UK Census, its population was 1,685,000, constituting between a quarter and a third of the island's total population and about 3% of the population of the United Kingdom.


Snowded, what is it that you find incorrect about this? The phrasing used is verbatium copy of how Northern Ireland is described on that 10 Downing Street webpage you keep wheeling out:""""Northern Ireland is a part of the United Kingdom...""""
Your approach is based on a cherry picking of sources. The copy you oppose is neutral, source-based and explains the issue clearly, factually and fairly. If there are specific issues with it then critique it. Don't just say, """"I don't like it"""". rannṗáirtí anaiṫnid (coṁrá) 

""",0,0,0,0,0,0,the wording that was reverted was as follows northern ireland ulster scots norlin airlann is a part of the united kingdom of great britain and northern ireland 2 2 in common with the other constituent parts of the united kingdom northern ireland is sometimes referred to as a country example the uk government also refers specifically to northern ireland as being a province uk example ni example or a region uk example ni example regardless of the choice of term it is likely to be unsatisfactory and can imply a preferred political perspective one problem must be adverted to in writing about northern ireland this is the question of what name to give to the various geographical entities these names can be controversial with the choice often revealing one s political preferences some refer to northern ireland as a province that usage can arouse irritation particularly among nationalists who claim the title province should be properly reserved to the four historic provinces of ireland ulster leinster munster and connacht if i want to a label to apply to northern ireland i shall call it a region unionists should find that title as acceptable as province northern ireland appears as a region in the regional statistics of the united kingdom published by the british government j whyte and g fitzgerald 1991 interpreting northern ireland oxford university press oxford one specific problem in both general and particular senses is to know what to call northern ireland itself in the general sense it is not a country or a province or a state although some refer to it contemptuously as a statelet the least controversial word appears to be jurisdiction but this might change s dunn and h dawson 2000 an alphabetical listing of word name and place in northern ireland and the living language of conflict edwin mellen press lampeter next what noun is appropriate to northern ireland province won t do since one third of the province is on the wrong side of the border state implies more self determination than northern ireland has ever had and country or nation are blatantly absurd colony has overtones that would be resented by both communities and statelet sounds too patronizing though outsiders might consider it more precise than anything else so one is left with the unsatisfactory word region d murphy 1979 a place apart penguin books london and it is situated in the north east of the island of ireland it shares a border with the republic of ireland to the south and west at the time of the 2001 uk census its population was 1 685 000 constituting between a quarter and a third of the island s total population and about 3 of the population of the united kingdom snowded what is it that you find incorrect about this the phrasing used is verbatium copy of how northern ireland is described on that 10 downing street webpage you keep wheeling out northern ireland is a part of the united kingdom your approach is based on a cherry picking of sources the copy you oppose is neutral source based and explains the issue clearly factually and fairly if there are specific issues with it then critique it don t just say i don t like it rann irt anai nid co r,0.022082724782326833
42179,708ec74751942f85,"I have reinstalled the 1930 date; even your source dates the code to 1930. Even if the code only became binding in 1934 (as claimed by this article), it is factually inaccurate to say the code itself was first implemented in any year other than 1930.",0,0,0,0,0,0,i have reinstalled the 1930 date even your source dates the code to 1930 even if the code only became binding in 1934 as claimed by this article it is factually inaccurate to say the code itself was first implemented in any year other than 1930,0.020719945176598118
18761,31836de3f1593c01,I don't understand why we have a screenshot of AP's GUI but not UB. Can someone remedy this?,0,0,0,0,0,0,i don t understand why we have a screenshot of ap s gui but not ub can someone remedy this,0.020470557916345812
56671,9769e9e86f7559f0,"Thanks for your help 

Thanks for all your helps with the vandal reverts. We sure do appreciate the hard work!137.240.136.80",0,0,0,0,0,0,thanks for your help thanks for all your helps with the vandal reverts we sure do appreciate the hard work 137 240 136 80,0.019645350144282252
33308,58bc3c80b52e5f5c,"""

""""Wikipedia is no place for cruelty, even a clichéd one!""""  Agreed. I have tagged it for cleanup. It obviously needs a wider set of views. Also, my lack of response was because I was absent from WP.   (talk - contribs) """,0,0,0,0,0,0,wikipedia is no place for cruelty even a clich d one agreed i have tagged it for cleanup it obviously needs a wider set of views also my lack of response was because i was absent from wp talk contribs,0.01891990759835202
28876,4c86b3037d5e9ddb,"""
No, it just makes it a bigger Cabal, and now you are implicated as a member ;-)  DanielTom has now been blocked with email and talk page revoked.  I never understood the whole """"all admin act together"""" mentality.  If you put any 4 in a room, you couldn't get them to agree on toppings for a pizza. There is always one that insists on pineapple or anchovies.    / 2¢ / © / @ """,0,0,0,0,0,0,no it just makes it a bigger cabal and now you are implicated as a member danieltom has now been blocked with email and talk page revoked i never understood the whole all admin act together mentality if you put any 4 in a room you couldn t get them to agree on toppings for a pizza there is always one that insists on pineapple or anchovies 2,0.018103872393663754
74192,c682e344b9b9ec91,"""

 Citations from NLA Trove 

Hello Kerry! You have visited a number of articles initiated by me, and done some useful housekeeping by converting citations based on NLA Trove to a persistent URL. For example - see this diff. I'm not fully aware of the significance of these changes, nor am I capable of using WP:AWB. The following articles were also initiated by me, contain many citations of NLA Trove, but have not been up-dated with the persistent URL:
VH-RMI
VH-RMQ
VH-TVC
I would be grateful if you would visit these three articles and work your magic. Many thanks.  (t) """,0,0,0,0,0,0,citations from nla trove hello kerry you have visited a number of articles initiated by me and done some useful housekeeping by converting citations based on nla trove to a persistent url for example see this diff i m not fully aware of the significance of these changes nor am i capable of using wp awb the following articles were also initiated by me contain many citations of nla trove but have not been up dated with the persistent url vh rmi vh rmq vh tvc i would be grateful if you would visit these three articles and work your magic many thanks t,0.017155609612757087
411,01076f023a99d133,"""
Everywhere. Though I might just start going thru the secure server all the time, because I have a similar issue with the popups userinfo grabber. –xenotalk """,0,0,0,0,0,0,everywhere though i might just start going thru the secure server all the time because i have a similar issue with the popups userinfo grabber xenotalk,0.017088610454390772
19204,32bc1dd8a58e5c16,I'm sorry that you feel this way.,0,0,0,0,0,0,i m sorry that you feel this way,0.016019526764963314
121290,88ef825af46526d8,"""

 Message 

Hi, I explained the """"hypocritical"""" part for you on Fastily's talk page. It's all about one .   """,0,0,0,0,0,0,message hi i explained the hypocritical part for you on fastily s talk page it s all about one,0.015789574478860445
42279,70d0ba80e71fdf48,~I heard that Dick Gephardt was actually president in 1988 but that the Miami Dolphins made us all forget during a mass hypnosis. 68.0.119.139,0,0,0,0,0,0,i heard that dick gephardt was actually president in 1988 but that the miami dolphins made us all forget during a mass hypnosis 68 0 119 139,0.013552634389465168
125361,9e9444960f5b45f5,"""
Isn't the point that religious sources on a religious subject are, ehm, biased? talk """,0,0,0,0,0,0,isn t the point that religious sources on a religious subject are ehm biased talk,0.008655213054314362
114440,641b3f071cef2d78,"(The Times, Monday, June 4th, 1928) ~ Foreign Office List.  Order of St. Michael & St. George. ORDER OF MERIT ~ (Sir) George Abraham Grierson, K.C.I.E., Ph.D., D.Litt., LL.D.  In recognition of his eminent position as an oriental scholar & of the value to the Empire of his work on Indian Languages and Dialects.",0,0,0,0,0,0,the times monday june 4th 1928 foreign office list order of st michael st george order of merit sir george abraham grierson k c i e ph d d litt ll d in recognition of his eminent position as an oriental scholar of the value to the empire of his work on indian languages and dialects,0.008321238622691114
66155,b0ea8fd5ce2eb856,This proves me correct: you were here within minutes.,0,0,0,0,0,0,this proves me correct you were here within minutes,0.004606945650435125
81481,d9f147b4e17259bc,"Vandalism 

Someone messed up the order of entrances with superstars from TNA and even legends. Someone please correct them.",0,0,0,0,0,0,vandalism someone messed up the order of entrances with superstars from tna and even legends someone please correct them,0.00401394343586242
27095,47b2049e9d39f173,"How is it greater precision to widen the definition?  My opinion is that shock, fatigue and exhaustion are all much more recognizable, more meaningful and negative than simply disorder.  In turn, this means that disorder is more neutral and thus euphemistic.",0,0,0,0,0,0,how is it greater precision to widen the definition my opinion is that shock fatigue and exhaustion are all much more recognizable more meaningful and negative than simply disorder in turn this means that disorder is more neutral and thus euphemistic,0.003176102226858205
153204,990b317fdc4838a1,REDIRECT Talk:Vanda 'Miss Joaquim',0,0,0,0,0,0,redirect talk vanda miss joaquim,0.002792195538973404
66735,b2957cfdc0f22118,"You appear to have forgotten to sign your post using ~~~~. Also, see here.",0,0,0,0,0,0,you appear to have forgotten to sign your post using also see here,0.0021983087251478198
5411,0e6ac078cdff5549,nope. TR was very keen on this point.,0,0,0,0,0,0,nope tr was very keen on this point,0.0016750019873667703
70585,bce0a7bd3f10b7f4,Mind your business,0,0,0,0,0,0,mind your business,0.0
